ToolName	SP	SP_NAME
ДП-185.1400М (785).xlsx	00.02.04.02.16	Болт
ДП-185.1400М (785).xlsx	537.03.03.09.00	Рукоятка блокировки
ДП-185.1400М (785).xlsx	00.02.03.01.52	Винт
ДП-185.1400М (785).xlsx	537.04.03.01.00	Щеткодержатель
ДП-185.1400М (785).xlsx	537.04.03.03.00	Щетка электрическая
ДП-185.1400М (785).xlsx	537.04.03.03.90	Щетка электрическая (комплект)
ДП-185.1400М (785).xlsx	537.05.00.05.06	Крышка щеткодержателя
ДП-185.1400М (785).xlsx	537.04.03.02.00	Щеткодержатель с крышкой (комплект)
ДП-185.1400М (785).xlsx	537.05.01.00.00	Ручка комплект (лев+пр)
ДП-185.1400М (785).xlsx	537.05.00.05.09	Ручка
ДП-185.1400М (785).xlsx	00.02.03.01.02	Винт саморез
ДП-185.1400М (785).xlsx	06.04.00.04.01	Планка прижимная
ДП-185.1400М (785).xlsx	537.05.00.05.07	Ручка-накладка
ДП-185.1400М (785).xlsx	00.10.04.01.02	Конденсатор
ДП-185.1400М (785).xlsx	537.10.01.01.10	Выключатель
ДП-185.1400М (785).xlsx	528.04.00.03.00	Трубка защитная шнура
ДП-185.1400М (785).xlsx	00.10.02.01.01	Шнур питания с вилкой
ДП-185.1400М (785).xlsx	00.02.04.01.23	Винт М4*8
ДП-185.1400М (785).xlsx	00.02.04.01.01	Винт М4*10
ДП-185.1400М (785).xlsx	00.02.04.01.02	Винт М4*12
ДП-185.1400М (785).xlsx	00.02.04.01.28	Винт М4*16
ДП-185.1400М (785).xlsx	00.02.03.01.02	Винт саморез
ДП-185.1400М (785).xlsx	785.10.07.01.00	Блок плавного пуска
ДП-185.1400Э (785).xlsx	00.02.03.01.03	Винт саморез
ДП-185.1400Э (785).xlsx	537.05.00.05.12	Крышка задняя двигателя
ДП-185.1400Э (785).xlsx	537.05.00.05.00	Корпус двигателя
ДП-185.1400Э (785).xlsx	00.02.04.04.58	Винт
ДП-185.1400Э (785).xlsx	785.10.07.01.00	Блок плавного пуска
ДП-185.1400Э (785).xlsx	537.04.02.02.00	Втулка демпфирующая
ДП-185.1400Э (785).xlsx	00.01.01.01.06	Подшипник шариковый 
ДП-185.1400Э (785).xlsx	537.04.02.01.01	Кольцо защитное
ДП-185.1400Э (785).xlsx	785.04.02.01.00	Якорь  с вентилятором
ДП-185.1400Э (785).xlsx	785.04.02.00.00	Якорь  в сборе
ДП-185.1400Э (785).xlsx	785.04.01.00.00	Статор
ДП-185.1400Э (785).xlsx	537.04.01.00.01	Планка
ДП-185.1400Э (785).xlsx	00.02.03.01.38	Винт саморез
ДП-185.1400Э (785).xlsx	537.05.00.05.02	Дефлектор
ДП-185.1400Э (785).xlsx	537.05.00.05.01	Фиксатор шпинделя
ДП-185.1400Э (785).xlsx	00.01.01.01.20	Подшипник
ДП-185.1400Э (785).xlsx	537.03.01.02.00	Пружина
ДП-185.1400Э (785).xlsx	00.02.04.01.02	Винт
ДП-185.1400Э (785).xlsx	537.05.00.05.03	Корпус редуктора с защитным кожухом
ДП-185.1400Э (785).xlsx	537.05.00.05.04	Втулка резиновая
ДП-185.1400Э (785).xlsx	00.02.04.04.30	Винт 
ДП-185.1400Э (785).xlsx	537.05.00.05.05	Защитный кожух
ДП-185.1400Э (785).xlsx	537.05.00.05.11	Манжета
ДП-185.1400Э (785).xlsx	00.02.99.02.05	Кольцо стопорное
ДП-185.1400Э (785).xlsx	00.02.02.01.12	Шайба гровера
ДП-185.1400Э (785).xlsx	537.03.04.01.00	Колесо зубчатое
ДП-185.1400Э (785).xlsx	537.03.04.02.00	Шпонка сегментная
ДП-185.1400Э (785).xlsx	537.01.01.01.04	Втулка
ДП-185.1400Э (785).xlsx	00.02.02.02.12	Шайба
ДП-185.1400Э (785).xlsx	537.01.01.01.00	Крышка редуктора
ДП-185.1400Э (785).xlsx	00.01.01.01.42	Подшипник шариковый 
ДП-185.1400Э (785).xlsx	537.03.04.03.00	Шпиндель
ДП-185.1400Э (785).xlsx	537.03.01.03.00	Пружина
ДП-185.1400Э (785).xlsx	537.03.01.00.00	Кожух защитный нижний в сборе
ДП-185.1400Э (785).xlsx	537.02.00.04.01	Крышка подвижная
ДП-185.1400Э (785).xlsx	537.02.00.04.00	Фланец внутренний
ДП-185.1400Э (785).xlsx	537.20.30.01.00	Диск пильный
ДП-185.1400Э (785).xlsx	537.02.00.05.00	Фланец внешний
ДП-185.1400Э (785).xlsx	537.02.00.06.00	Фланец комплект (внутренний + наружный)
ДП-185.1400Э (785).xlsx	537.03.02.12.00	Шайба зубчатая
ДП-185.1400Э (785).xlsx	00.02.04.04.04	Болт
ДП-185.1400Э (785).xlsx	537.02.00.15.00	Шайба зубчатая
ДП-185.1400Э (785).xlsx	00.02.01.01.05	Контргайка
ДП-185.1400Э (785).xlsx	00.02.04.02.29	Болт
ДП-185.1400Э (785).xlsx	537.05.00.20.00	Шайба
ДП-185.1400Э (785).xlsx	537.03.04.00.01	Ручка замка наклона
ДП-185.1400Э (785).xlsx	537.03.04.00.02	Ручка направляющая
ДП-185.1400Э (785).xlsx	537.03.01.04.00	Пружина
ДП-185.1400Э (785).xlsx	537.03.00.09.00	Штифт
ДП-185.1400Э (785).xlsx	537.03.04.00.03	Указатель 
ДП-185.1400Э (785).xlsx	537.03.04.00.00	Плита опорная
ДП-185.1400Э (785).xlsx	537.06.01.00.00	Основание в сборе
ДП-185.1400Э (785).xlsx	97.02.00.01.00	Ключ специальный
ДП-185.1400Э (785).xlsx	00.02.04.02.16	Болт
ДП-185.1400Э (785).xlsx	537.03.03.09.00	Рукоятка блокировки
ДП-185.1400Э (785).xlsx	00.02.04.04.36	Винт
ДП-185.1400Э (785).xlsx	537.04.03.01.00	Щеткодержатель
ДП-185.1400Э (785).xlsx	537.04.03.03.00	Щетка электрическая
ДП-185.1400Э (785).xlsx	537.04.03.03.90	Щетка электрическая (комплект)
ДП-185.1400Э (785).xlsx	537.05.00.05.06	Крышка щеткодержателя
ДП-185.1400Э (785).xlsx	537.04.03.02.00	Щеткодержатель с крышкой (комплект)
ДП-185.1400Э (785).xlsx	537.05.01.00.00	Ручка комплект (лев+пр)
ДП-185.1400Э (785).xlsx	537.05.00.05.09	Ручка
ДП-185.1400Э (785).xlsx	00.02.03.01.02	Винт саморез
ДП-185.1400Э (785).xlsx	06.04.00.04.01	Планка прижимная
ДП-185.1400Э (785).xlsx	537.05.00.05.07	Ручка-накладка
ДП-185.1400Э (785).xlsx	00.10.04.01.02	Конденсатор
ДП-185.1400Э (785).xlsx	537.10.01.01.10	Выключатель
ДП-185.1400Э (785).xlsx	528.04.00.03.00	Трубка защитная шнура
ДП-185.1400Э (785).xlsx	00.10.02.01.01	Шнур питания с вилкой
ДП-185.1400Э (785).xlsx	00.02.04.01.23	Винт М4*8
ДП-185.1400Э (785).xlsx	00.02.04.01.01	Винт М4*10
ДП-185.1400Э (785).xlsx	00.02.04.01.02	Винт М4*12
ДП-185.1400Э (785).xlsx	00.02.04.01.28	Винт М4*16
ДП-185.1400Э (785).xlsx	00.02.03.01.02	Винт саморез
ДУ-13.580ЭР (632).xlsx	00.02.04.01.35	Винт
ДУ-13.580ЭР (632).xlsx	00.20.20.02.01	Патрон сверлильный 
ДУ-13.580ЭР (632).xlsx	545.03.01.01.00	Шпиндель
ДУ-13.580ЭР (632).xlsx	545.03.01.02.00	Пружина
ДУ-13.580ЭР (632).xlsx	00.01.01.01.42	Подшипник шариковый 
ДУ-13.580ЭР (632).xlsx	545.03.01.03.00	Пружина
ДУ-13.580ЭР (632).xlsx	545.03.01.04.00	Колесо зубчатое
ДУ-13.580ЭР (632).xlsx	545.03.01.05.00	Пружина
ДУ-13.580ЭР (632).xlsx	632.02.10.06.00	Кольцо амортизационное
ДУ-13.580ЭР (632).xlsx	545.05.00.05.00	Корпус комплект (лев.+пр.) 
ДУ-13.580ЭР (632).xlsx	545.05.00.05.10	Корпус-накладка левая
ДУ-13.580ЭР (632).xlsx	545.03.02.03.00	Переключатель режимов
ДУ-13.580ЭР (632).xlsx	545.03.02.03.01	Переключатель режимов
ДУ-13.580ЭР (632).xlsx	545.03.02.04.00	Рычаг переключателя
ДУ-13.580ЭР (632).xlsx	545.03.02.01.00	Щит промежуточный
ДУ-13.580ЭР (632).xlsx	00.01.01.01.19	Подшипник шариковый 
ДУ-13.580ЭР (632).xlsx	632.04.02.00.00	Якорь с вентилятором
ДУ-13.580ЭР (632).xlsx	00.01.01.01.06	Подшипник шариковый 
ДУ-13.580ЭР (632).xlsx	545.04.01.00.00	Статор 
ДУ-13.580ЭР (632).xlsx	545.04.03.03.10	Щетка электрическая
ДУ-13.580ЭР (632).xlsx	545.04.03.01.10	Щеткодержатель
ДУ-13.580ЭР (632).xlsx	00.08.13.03.02	Катушка индуктивности
ДУ-13.580ЭР (632).xlsx	545.04.00.04.00	Планка прижимная
ДУ-13.580ЭР (632).xlsx	00.02.03.01.03	Винт саморез
ДУ-13.580ЭР (632).xlsx	528.04.00.03.00	Трубка защитная шнура
ДУ-13.580ЭР (632).xlsx	545.04.01.05.00	Выключатель
ДУ-13.580ЭР (632).xlsx	545.04.01.05.01	Выключатель
ДУ-13.580ЭР (632).xlsx	00.10.04.01.02	Конденсатор
ДУ-13.580ЭР (632).xlsx	00.10.02.01.01	Шнур питания с вилкой
ДУ-13.580ЭР (632).xlsx	545.05.00.02.00	Переключатель реверса
ДУ-13.580ЭР (632).xlsx	545.05.00.02.01	Переключатель реверса
ДУ-13.580ЭР (632).xlsx	545.05.00.06.10	Корпус-накладка правая
ДУ-13.580ЭР (632).xlsx	00.02.03.01.03	Винт саморез
ДУ-13.580ЭР (632).xlsx	545.05.00.07.00	Линейка-упор
ДУ-13.580ЭР (632).xlsx	04.02.02.05.00	Рукоятка дополнительная
ДУ-13.580ЭР (632).xlsx	00.20.10.02.01	Ключ патрона
ДУ-13.580ЭР (632).xlsx	00.20.10.02.00	Патрон сверлильный с ключом
ДУ-13.750ЭР(546).xlsx	00.02.04.01.35	Винт
ДУ-13.750ЭР(546).xlsx	00.20.20.02.01	Патрон сверлильный 
ДУ-13.750ЭР(546).xlsx	00.02.03.01.08	Винт саморез
ДУ-13.750ЭР(546).xlsx	546.03.02.00.00	Корпус редуктора
ДУ-13.750ЭР(546).xlsx	00.01.01.01.41	Подшипник
ДУ-13.750ЭР(546).xlsx	00.02.99.02.05	Кольцо стопорное
ДУ-13.750ЭР(546).xlsx	546.03.01.01.00	Шпиндель
ДУ-13.750ЭР(546).xlsx	546.03.01.04.00	Колесо зубчатое
ДУ-13.750ЭР(546).xlsx	546.03.01.02.00	Пружина
ДУ-13.750ЭР(546).xlsx	00.08.13.03.02	Катушка индуктивности
ДУ-13.750ЭР(546).xlsx	546.03.02.03.00	Переключатель режимов
ДУ-13.750ЭР(546).xlsx	546.03.02.03.01	Переключатель режимов
ДУ-13.750ЭР(546).xlsx	546.03.02.04.00	Рычаг переключателя
ДУ-13.750ЭР(546).xlsx	546.03.02.01.01	Втулка трещотки
ДУ-13.750ЭР(546).xlsx	546.03.02.01.00	Щит промежуточный
ДУ-13.750ЭР(546).xlsx	00.01.01.01.19	Подшипник шариковый 
ДУ-13.750ЭР(546).xlsx	546.04.02.00.00	Якорь
ДУ-13.750ЭР(546).xlsx	00.01.01.01.06	Подшипник шариковый 
ДУ-13.750ЭР(546).xlsx	546.04.01.00.00	Статор
ДУ-13.750ЭР(546).xlsx	546.04.03.03.10	Щетка электрическая
ДУ-13.750ЭР(546).xlsx	546.04.03.01.10	Щеткодержатель
ДУ-13.750ЭР(546).xlsx	546.05.00.02.00	Переключатель реверса
ДУ-13.750ЭР(546).xlsx	546.05.00.02.01	Переключатель реверса
ДУ-13.750ЭР(546).xlsx	546.04.01.05.00	Выключатель
ДУ-13.750ЭР(546).xlsx	546.04.01.05.01	Выключатель
ДУ-13.750ЭР(546).xlsx	00.10.04.01.02	Конденсатор
ДУ-13.750ЭР(546).xlsx	545.04.00.04.00	Планка прижимная
ДУ-13.750ЭР(546).xlsx	00.02.03.01.03	Винт саморез
ДУ-13.750ЭР(546).xlsx	528.04.00.03.00	Трубка защитная шнура
ДУ-13.750ЭР(546).xlsx	00.10.02.01.01	Шнур питания с вилкой
ДУ-13.750ЭР(546).xlsx	546.05.00.05.00	Корпус комплект (лев.+пр.) 
ДУ-13.750ЭР(546).xlsx	00.02.03.01.03	Винт саморез
ДУ-13.750ЭР(546).xlsx	546.03.02.02.00	Прокладка шпинделя
ДУ-13.750ЭР(546).xlsx	00.01.01.01.08	Подшипник шариковый
ДУ-13.750ЭР(546).xlsx	52.03.00.03.00	Шайба плоская
ДУ-13.750ЭР(546).xlsx	00.02.99.01.11	Кольцо стопорное А35
ДУ-13.750ЭР(546).xlsx	04.02.02.05.00	Рукоятка дополнительная 
ДУ-13.750ЭР(546).xlsx	545.05.00.07.00	Линейка-упор
ДУ-13.750ЭР(546).xlsx	00.20.10.02.01	Ключ патрона
ДУ-13.750ЭР(546).xlsx	546.04.02.02.00	Втулка резиновая
ДУ-13.750ЭР(546).xlsx	00.20.10.02.00	Патрон сверлильный с ключом
МП-85.700Э(556).xlsx	555.05.00.04.00	Шильдик
МП-85.700Э(556).xlsx	556.03.02.05.00	Ручка переключателя 
МП-85.700Э(556).xlsx	556.03.02.06.00	Ручка переключателя 
МП-85.700Э(556).xlsx	556.03.01.01.00	Штырь 
МП-85.700Э(556).xlsx	556.03.02.03.01	Пружина
МП-85.700Э(556).xlsx	556.03.02.05.01	Ось переключения
МП-85.700Э(556).xlsx	556.05.00.07.00	Экран защитный
МП-85.700Э(556).xlsx	556.05.00.00.00	Корпус комплект (лев+прав)
МП-85.700Э(556).xlsx	556.03.02.04.01	Втулка пружины
МП-85.700Э(556).xlsx	556.03.02.04.00	Пружина
МП-85.700Э(556).xlsx	556.03.01.01.02	Пластина направляющая
МП-85.700Э(556).xlsx	556.03.01.01.01	Опора сферическая
МП-85.700Э(556).xlsx	556.03.01.00.00	Шток
МП-85.700Э(556).xlsx	556.03.01.00.01	Втулка
МП-85.700Э(556).xlsx	556.03.01.00.02	Шайба 
МП-85.700Э(556).xlsx	556.03.00.05.00	Колесо зубчатое
МП-85.700Э(556).xlsx	556.03.01.02.00	Штырь 
МП-85.700Э(556).xlsx	556.03.00.06.00	Кулиса
МП-85.700Э(556).xlsx	556.03.01.03.00	Штырь 
МП-85.700Э(556).xlsx	556.03.00.07.00	Толкатель
МП-85.700Э(556).xlsx	556.09.06.16.00	Подшипник скольжения
МП-85.700Э(556).xlsx	556.03.02.02.00	Прокладка
МП-85.700Э(556).xlsx	556.03.00.08.00	Щит промежуточный
МП-85.700Э(556).xlsx	00.01.01.01.19	Подшипник шариковый 
МП-85.700Э(556).xlsx	556.04.01.00.00	Якорь с вентилятором
МП-85.700Э(556).xlsx	556.04.03.03.00	Щеткодержатель
МП-85.700Э(556).xlsx	556.04.03.01.00	Щетка электрическая
МП-85.700Э(556).xlsx	556.04.03.03.01	Крышка щеткодержателя
МП-85.700Э(556).xlsx	556.04.02.00.01	Катушка индуктивности
МП-85.700Э(556).xlsx	00.01.01.01.06	Подшипник шариковый 
МП-85.700Э(556).xlsx	556.04.02.00.00	Статор
МП-85.700Э(556).xlsx	555.04.05.00.00	Регулятор оборотов
МП-85.700Э(556).xlsx	555.04.05.00.01	Регулятор оборотов
МП-85.700Э(556).xlsx	00.10.04.01.02	Конденсатор
МП-85.700Э(556).xlsx	556.04.04.00.00	Выключатель
МП-85.700Э(556).xlsx	556.04.04.00.01	Выключатель
МП-85.700Э(556).xlsx	556.03.02.03.00	Прокладка
МП-85.700Э(556).xlsx	556.03.03.00.00	Качалка в сборе
МП-85.700Э(556).xlsx	556.03.02.05.11	Пружина
МП-85.700Э(556).xlsx	556.05.00.08.00	Стержень ограждения
МП-85.700Э(556).xlsx	556.03.01.04.00	Ось
МП-85.700Э(556).xlsx	00.02.03.02.04	Винт 
МП-85.700Э(556).xlsx	556.05.00.03.00	Основание лобзика
МП-85.700Э(556).xlsx	556.05.00.03.01	Пластина переходная
МП-85.700Э(556).xlsx	00.02.04.01.27	Винт
МП-85.700Э(556).xlsx	556.05.00.03.02	Пластина переходная
МП-85.700Э(556).xlsx	00.30.10.02.00	Ключ шестигранный
МП-85.700Э(556).xlsx	00.02.03.01.46	Винт саморез
МП-85.700Э(556).xlsx	00.02.03.01.04	Винт саморез
МП-85.700Э(556).xlsx	00.02.03.01.46	Винт саморез
МП-85.700Э(556).xlsx	528.04.00.02.01	Планка прижимная
МП-85.700Э(556).xlsx	528.04.00.03.00	Трубка защитная шнура
МП-85.700Э(556).xlsx	00.10.02.01.01	Шнур питания с вилкой
МП-85.700Э(556).xlsx	00.20.40.01.05	Пилка лобзика
МП-85.700Э(556).xlsx	555.05.00.01.00	Трубка переходная для пылесоса
МП-85.700Э(556).xlsx	555.05.00.02.00	Линейка направляющая
МП-85.700Э(556).xlsx	556.03.02.00.00	Промщит с кулисой и с колесом в сборе
УШМ-115(125).750 (760_761).xlsx	752.02.00.03.01	Гайка крепления шлифкруга
УШМ-115(125).750 (760_761).xlsx	752.02.00.02.00	Фланец опорный шлифкруга
УШМ-115(125).750 (760_761).xlsx	528.02.01.00.00	Кожух защитный 
УШМ-115(125).750 (760_761).xlsx	529.02.01.00.00	Кожух защитный 
УШМ-115(125).750 (760_761).xlsx	671.03.00.01.01	Шпиндель под шпонку
УШМ-115(125).750 (760_761).xlsx	02.03.01.05.00	Шпонка сегментная
УШМ-115(125).750 (760_761).xlsx	528.03.00.03.00	Втулка защитная
УШМ-115(125).750 (760_761).xlsx	528.02.04.01.02	Винт
УШМ-115(125).750 (760_761).xlsx	671.03.00.04.00	Крышка редуктора
УШМ-115(125).750 (760_761).xlsx	00.01.01.01.30	Подшипник шариковый
УШМ-115(125).750 (760_761).xlsx	00.02.99.01.10	Кольцо стопорное для отв.
УШМ-115(125).750 (760_761).xlsx	671.03.00.06.00	Колесо коническое с пазом
УШМ-115(125).750 (760_761).xlsx	00.02.99.02.07	Кольцо пружинное
УШМ-115(125).750 (760_761).xlsx	00.02.02.04.01	Шайба упорная (быстросъемная) «Е»
УШМ-115(125).750 (760_761).xlsx	671.03.00.07.00	Корпус редуктора
УШМ-115(125).750 (760_761).xlsx	00.02.03.01.37	Винт саморез
УШМ-115(125).750 (760_761).xlsx	528.03.01.01.00	Кнопка фиксатора шпинделя
УШМ-115(125).750 (760_761).xlsx	671.03.01.01.00	Фиксатор шпинделя с кнопкой
УШМ-115(125).750 (760_761).xlsx	528.03.01.03.00	Фиксатор шпинделя
УШМ-115(125).750 (760_761).xlsx	528.03.01.02.00	Пружина
УШМ-115(125).750 (760_761).xlsx	00.02.01.01.06	Гайка
УШМ-115(125).750 (760_761).xlsx	00.01.01.01.19	Подшипник шариковый
УШМ-115(125).750 (760_761).xlsx	00.02.99.01.02	Кольцо стопорное для отв.
УШМ-115(125).750 (760_761).xlsx	671.03.00.09.00	Шестерня коническая
УШМ-115(125).750 (760_761).xlsx	760.04.02.05.00	Якорь
УШМ-115(125).750 (760_761).xlsx	528.03.00.02.02	Кольцо защитное
УШМ-115(125).750 (760_761).xlsx	00.01.01.01.06	Подшипник шариковый
УШМ-115(125).750 (760_761).xlsx	528.04.02.03.00	Втулка резиновая
УШМ-115(125).750 (760_761).xlsx	528.04.00.01.01	Диафрагма
УШМ-115(125).750 (760_761).xlsx	760.04.01.00.00	Статор
УШМ-115(125).750 (760_761).xlsx	528.04.03.01.00	Щеткодержатель
УШМ-115(125).750 (760_761).xlsx	528.04.03.02.91	Щетка электрическая
УШМ-115(125).750 (760_761).xlsx	528.04.03.03.00	Пружина спиральная
УШМ-115(125).750 (760_761).xlsx	671.05.00.01.00	Корпус двигателя
УШМ-115(125).750 (760_761).xlsx	760.05.00.01.00	Корпус двигателя
УШМ-115(125).750 (760_761).xlsx	671.04.04.00.00	Выключатель
УШМ-115(125).750 (760_761).xlsx	00.10.04.01.02	Конденсатор
УШМ-115(125).750 (760_761).xlsx	528.04.00.02.00	Планка фиксации шнура
УШМ-115(125).750 (760_761).xlsx	00.02.03.01.02	Винт саморез
УШМ-115(125).750 (760_761).xlsx	671.05.00.02.00	Крышка задняя
УШМ-115(125).750 (760_761).xlsx	00.02.03.01.02	Винт саморез
УШМ-115(125).750 (760_761).xlsx	00.10.02.03.05	Шнур питания с вилкой
УШМ-115(125).750 (760_761).xlsx	528.04.00.03.00	Трубка защитная шнура
УШМ-115(125).750 (760_761).xlsx	671.04.00.04.00	Тяга выключателя
УШМ-115(125).750 (760_761).xlsx	671.04.00.05.00	Клавиша выключателя
УШМ-115(125).750 (760_761).xlsx	00.02.03.01.34	Винт саморез
УШМ-115(125).750 (760_761).xlsx	528.02.03.00.00	Ручка боковая
УШМ-115(125).750 (760_761).xlsx	07.02.00.01.01	Ключ специальный
УШМ-115(125).750 (760_761).xlsx	671.03.01.00.00	Фиксатор шпинделя в сборе
УШМ-115(125).750 (760_761).xlsx	760.04.02.00.00	Якорь с подшипником в сборе
УШМ-115(125).750 (760_761).xlsx	752.03.01.00.00	Корпус редуктора с фиксатором в сборе
УШМ-115(125).750 (760_761).xlsx	752.03.02.00.00	Крышка редуктора с шпинделем в сборе
УШМ-115.700 (528).xlsx	07.02.00.03.01	Гайка крепления шлифкруга
УШМ-115.700 (528).xlsx	528.02.00.02.00	Фланец опорный шлифкруга
УШМ-115.700 (528).xlsx	528.02.01.00.00	Кожух защитный 
УШМ-115.700 (528).xlsx	528.03.00.01.01	Шпиндель под шпонку
УШМ-115.700 (528).xlsx	671.03.00.01.01	Шпиндель под шпонку
УШМ-115.700 (528).xlsx	02.03.01.05.00	Шпонка сегментная
УШМ-115.700 (528).xlsx	528.03.00.03.00	Втулка защитная
УШМ-115.700 (528).xlsx	528.02.04.01.02	Винт
УШМ-115.700 (528).xlsx	528.03.00.04.00	Крышка редуктора
УШМ-115.700 (528).xlsx	671.03.00.04.00	Крышка редуктора
УШМ-115.700 (528).xlsx	00.01.01.01.30	Подшипник шариковый
УШМ-115.700 (528).xlsx	00.02.99.01.10	Кольцо стопорное для отв.
УШМ-115.700 (528).xlsx	528.03.00.06.00	Колесо коническое с пазом
УШМ-115.700 (528).xlsx	671.03.00.06.00	Колесо коническое с пазом
УШМ-115.700 (528).xlsx	00.02.99.02.07	Кольцо пружинное
УШМ-115.700 (528).xlsx	00.01.01.01.08	Подшипник шариковый
УШМ-115.700 (528).xlsx	00.02.02.04.01	Шайба упорная (быстросъемная) «Е»
УШМ-115.700 (528).xlsx	528.03.00.07.00	Корпус редуктора
УШМ-115.700 (528).xlsx	671.03.00.07.00	Корпус редуктора
УШМ-115.700 (528).xlsx	00.02.03.01.37	Винт саморез
УШМ-115.700 (528).xlsx	528.03.01.00.00	Фиксатор шпинделя в сборе
УШМ-115.700 (528).xlsx	671.03.01.00.00	Фиксатор шпинделя в сборе
УШМ-115.700 (528).xlsx	528.03.01.01.00	Кнопка фиксатора шпинделя
УШМ-115.700 (528).xlsx	528.03.01.03.00	Фиксатор шпинделя
УШМ-115.700 (528).xlsx	528.03.01.02.00	Пружина
УШМ-115.700 (528).xlsx	528.03.00.02.00	Кольцо
УШМ-115.700 (528).xlsx	00.02.01.01.06	Гайка
УШМ-115.700 (528).xlsx	00.01.01.01.05	Подшипник шариковый
УШМ-115.700 (528).xlsx	528.03.00.08.00	Крышка подшипника
УШМ-115.700 (528).xlsx	528.03.00.09.00	Шестерня коническая
УШМ-115.700 (528).xlsx	671.03.00.09.00	Шестерня коническая
УШМ-115.700 (528).xlsx	528.04.02.05.00	Якорь с вентилятором
УШМ-115.700 (528).xlsx	528.04.02.01.00	Якорь
УШМ-115.700 (528).xlsx	528.04.02.05.01	Якорь
УШМ-115.700 (528).xlsx	528.03.00.02.02	Кольцо защитное
УШМ-115.700 (528).xlsx	00.01.01.01.06	Подшипник шариковый
УШМ-115.700 (528).xlsx	528.04.02.03.00	Втулка резиновая
УШМ-115.700 (528).xlsx	528.04.00.01.00	Диафрагма
УШМ-115.700 (528).xlsx	528.04.00.01.01	Диафрагма
УШМ-115.700 (528).xlsx	528.04.01.00.00	Статор в сборе
УШМ-115.700 (528).xlsx	528.04.01.01.00	Статор в сборе
УШМ-115.700 (528).xlsx	528.04.03.01.00	Щеткодержатель
УШМ-115.700 (528).xlsx	528.04.03.02.00	Щетка электрическая
УШМ-115.700 (528).xlsx	528.04.03.02.91	Щетка электрическая
УШМ-115.700 (528).xlsx	528.04.03.03.00	Пружина спиральная
УШМ-115.700 (528).xlsx	528.05.00.01.00	Корпус двигателя
УШМ-115.700 (528).xlsx	671.05.00.01.00	Корпус двигателя
УШМ-115.700 (528).xlsx	528.04.04.00.00	Выключатель
УШМ-115.700 (528).xlsx	671.04.04.00.00	Выключатель
УШМ-115.700 (528).xlsx	00.10.04.01.02	Конденсатор
УШМ-115.700 (528).xlsx	528.04.00.02.00	Планка фиксации шнура
УШМ-115.700 (528).xlsx	00.02.03.01.02	Винт саморез
УШМ-115.700 (528).xlsx	528.05.00.02.00	Крышка задняя
УШМ-115.700 (528).xlsx	671.05.00.02.00	Крышка задняя
УШМ-115.700 (528).xlsx	00.02.03.01.02	Винт саморез
УШМ-115.700 (528).xlsx	00.10.02.01.01	Шнур питания с вилкой
УШМ-115.700 (528).xlsx	00.10.02.03.04	Шнур питания с вилкой
УШМ-115.700 (528).xlsx	528.04.00.03.00	Трубка защитная шнура
УШМ-115.700 (528).xlsx	528.04.00.04.00	Тяга выключателя
УШМ-115.700 (528).xlsx	671.04.00.04.00	Тяга выключателя
УШМ-115.700 (528).xlsx	528.04.00.05.00	Клавиша выключателя
УШМ-115.700 (528).xlsx	671.04.00.05.00	Клавиша выключателя
УШМ-115.700 (528).xlsx	00.02.03.01.34	Винт саморез
УШМ-115.700 (528).xlsx	00.02.03.01.21	Винт саморез
УШМ-115.700 (528).xlsx	528.02.03.00.00	Ручка боковая
УШМ-115.700 (528).xlsx	07.02.00.01.01	Ключ специальный
УШМ-115.900 (670).xlsx	07.02.00.03.01	Гайка крепления шлифкруга
УШМ-115.900 (670).xlsx	528.02.00.02.00	Фланец опорный шлифкруга
УШМ-115.900 (670).xlsx	528.02.01.00.00	Кожух защитный 
УШМ-115.900 (670).xlsx	671.03.00.01.01	Шпиндель под шпонку
УШМ-115.900 (670).xlsx	02.03.01.05.00	Шпонка сегментная
УШМ-115.900 (670).xlsx	528.03.00.03.00	Втулка защитная
УШМ-115.900 (670).xlsx	528.02.04.01.02	Винт
УШМ-115.900 (670).xlsx	671.03.00.04.00	Крышка редуктора
УШМ-115.900 (670).xlsx	00.01.01.01.30	Подшипник шариковый
УШМ-115.900 (670).xlsx	00.02.99.01.10	Кольцо стопорное для отв.
УШМ-115.900 (670).xlsx	671.03.00.06.00	Колесо коническое с пазом
УШМ-115.900 (670).xlsx	00.02.99.02.07	Кольцо пружинное
УШМ-115.900 (670).xlsx	00.01.01.01.08	Подшипник шариковый
УШМ-115.900 (670).xlsx	671.03.00.07.00	Корпус редуктора
УШМ-115.900 (670).xlsx	00.02.03.01.06	Винт саморез
УШМ-115.900 (670).xlsx	671.03.01.00.00	Фиксатор шпинделя в сборе
УШМ-115.900 (670).xlsx	671.03.01.01.00	Фиксатор шпинделя с кнопкой
УШМ-115.900 (670).xlsx	528.03.01.02.00	Пружина
УШМ-115.900 (670).xlsx	00.02.02.04.01	Шайба упорная (быстросъемная) «Е»
УШМ-115.900 (670).xlsx	00.02.01.01.06	Гайка
УШМ-115.900 (670).xlsx	671.03.00.09.00	Шестерня коническая
УШМ-115.900 (670).xlsx	00.01.01.01.19	Подшипник шариковый
УШМ-115.900 (670).xlsx	00.02.99.01.02	Кольцо стопорное для отв.
